xorg-xvinfo 1.1.5-1
xorg-xwd 1.0.8-1
xorg-xwininfo 1.1.5-3
xorg-xwud 1.0.6-1
xorgproto 2022.2-1
xsettingsd 1.0.2-1
xvidcore 1.3.7-2
xxhash 0.8.1-3
xz 5.4.1-1
yay 11.3.2-1
yt-dlp 2023.01.06-1
zathura 0.5.1-1
zathura-pdf-poppler 0.3.0-1
zbar 0.23.90-1
zeromq 4.3.4-2
zimg 3.0.4-1
zlib 1:1.2.13-2
zsh 5.9-3
zsh-autosuggestions 0.7.0-1
zsh-completions 0.34.0-3
zsh-fast-syntax-highlighting 1.55-2
zsh-history-substring-search 1.0.2-1
zstd 1.5.2-8
zvbi 0.2.40-1
zxing-cpp 2.0.0-1
